gene,p-value,parental difference (B6-DBA)
Gm7262,0.75717478,-0.214
Gm10628,0.76502801,0.294
Csrp3,0.44178689,-0.32
E2f8,0.54475206,-0.283
Dbx1,0.073955373,-0.496
Dbx1,0.24233992,0.253
Gm9350,0.24233992,0.253
Gm9350,0.24233992,0.253
Gm9350,0.24233992,0.253
Gm9350,0.24233992,0.253
Gm9350,0.24233992,0.253
Affy_10563814,0.87632732,-0.033
Fancf,0.76967458,-0.045
Svip,0.84790271,0.032
Affy_10563825,0.86108911,-0.034
Mrps33,0.22740117,0.17
Affy_10563834,0.4115738,0.151
Nipa2,0.8915059,-0.051
Nipa1,0.99652297,-0.001
Gabrg3,0.22270946,-0.199
Gabra5,0.65154422,-0.089
Depdc1a,0.40981778,0.13
Nck2,0.74069301,-0.101
Affy_10563893,0.35614434,0.135
Affy_10563895,0.88221171,0.03
Affy_10563897,0.40169304,-0.196
Affy_10563899,0.40921876,-0.155
Ube3a,0.9148981,-0.013
Affy_10563903,0.92164216,0.031
Affy_10563905,0.99358087,0.002
Affy_10563907,0.99358087,0.002
Affy_10563909,0.8375598,0.04
Affy_10563911,0.68853822,0.064
Affy_10563913,0.42222362,-0.269
Affy_10563915,0.19706073,-0.232
Affy_10563917,0.42222362,-0.269
Affy_10563919,0.75267877,-0.05
Affy_10563921,0.63832484,-0.108
Gm3079,0.42222362,-0.269
Affy_10563925,0.63832484,-0.108
Affy_10563927,0.8526782,-0.051
Affy_10563929,0.19706073,-0.232
Affy_10563931,0.31450034,-0.248
Affy_10563933,0.44094485,-0.131
Affy_10563935,0.63245372,-0.107
Snord115,0.63700682,-0.172
Affy_10563939,0.87094058,0.075
Affy_10563941,0.69185368,-0.066
Affy_10563943,0.80766026,0.07
Affy_10563945,0.57680815,-0.141
Snord115,0.63700682,-0.172
Affy_10563949,0.95172202,-0.016
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Gm3079,0.55491035,-0.18
Snord115,0.63700682,-0.172
Ube3a,0.52494471,-0.197
Affy_10563961,0.33698567,0.182
Affy_10563963,0.76908131,-0.071
Affy_10563965,0.90818345,-0.03
Affy_10563967,0.90818345,-0.03
Affy_10563969,0.76908131,-0.071
Affy_10563971,0.90818345,-0.03
Affy_10563973,0.28747236,0.235
Affy_10563975,0.61674235,0.122
Affy_10563977,0.76908131,-0.071
Affy_10563979,0.76908131,-0.071
Affy_10563981,0.61674235,0.122
Gm3079,0.76908131,-0.071
Affy_10563985,0.76908131,-0.071
Affy_10563987,0.61674235,0.122
Affy_10563989,0.4945136,-0.139
Affy_10563991,0.89208143,-0.031
Affy_10563993,0.97904564,0.007
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Affy_10564005,0.56810621,-0.146
Snord115,0.63700682,-0.172
Affy_10564009,0.61674235,0.122
Snord115,0.64286581,-0.149
Snord115,0.58659043,-0.18
Affy_10564015,0.81957369,-0.06
Snord115,0.58659043,-0.18
Affy_10564019,0.93325601,0.02
Affy_10564021,0.97904564,0.007
Affy_10564023,0.70827519,-0.147
Affy_10564025,0.97904564,0.007
Affy_10564027,0.83338318,0.069
Snord115,0.63700682,-0.172
Snord115,0.63700682,-0.172
Affy_10564033,0.76570864,-0.109
Affy_10564035,0.63700682,-0.172
Affy_10564037,0.73535748,-0.078
Affy_10564039,0.63700682,-0.172
Affy_10564041,0.37065786,-0.303
Affy_10564043,0.90818345,-0.03
Affy_10564045,0.63245372,-0.107
Affy_10564047,0.63245372,-0.107
Affy_10564049,0.69665767,-0.084
Affy_10564051,0.63700682,-0.172
Gm3079,0.98703046,-0.004
Affy_10564055,0.98703046,-0.004
Affy_10564057,0.24470042,-0.241
Affy_10564059,0.63700682,-0.172
Affy_10564061,0.63700682,-0.172
Affy_10564063,0.63700682,-0.172
Gm3079,0.63700682,-0.172
Affy_10564067,0.63700682,-0.172
Affy_10564069,0.78259186,-0.076
Affy_10564071,0.63700682,-0.172
Affy_10564073,0.78259186,-0.076
Affy_10564075,0.63700682,-0.172
Affy_10564077,0.83338318,0.069
Affy_10564079,0.83338318,0.069
Affy_10564081,0.63700682,-0.172
Affy_10564083,0.63700682,-0.172
Affy_10564085,0.83338318,0.069
Affy_10564087,0.83338318,0.069
Affy_10564089,0.96036311,-0.015
Affy_10564091,0.83338318,0.069
Affy_10564093,0.83338318,0.069
Affy_10564095,0.83338318,0.069
Affy_10564097,0.83338318,0.069
Affy_10564099,0.83338318,0.069
Affy_10564101,0.83338318,0.069
Affy_10564103,0.83338318,0.069
Affy_10564105,0.83338318,0.069
Affy_10564107,0.83338318,0.069
Affy_10564109,0.68605478,0.097
Affy_10564111,0.33664081,0.232
Affy_10564113,0.83338318,0.069
Affy_10564115,0.83338318,0.069
Affy_10564117,0.68605478,0.097
Affy_10564119,0.83338318,0.069
Affy_10564121,0.83338318,0.069
Affy_10564123,0.83338318,0.069
Affy_10564125,0.83338318,0.069
Affy_10564127,0.83338318,0.069
Affy_10564129,0.83338318,0.069
Affy_10564131,0.63700682,-0.172
Affy_10564133,0.63700682,-0.172
Affy_10564135,0.41098208,-0.209
Affy_10564137,0.60495005,-0.159
Affy_10564139,0.83338318,0.069
Affy_10564141,0.63700682,-0.172
Affy_10564143,0.52604986,-0.166
Affy_10564145,0.63700682,-0.172
Affy_10564147,0.52604986,-0.166
Affy_10564149,0.63700682,-0.172
Affy_10564151,0.63700682,-0.172
Affy_10564153,0.63700682,-0.172
Affy_10564155,0.63700682,-0.172
Affy_10564157,0.47049328,-0.125
Snord116,0.34328425,-1.224
Snord116,0.36856905,-1.149
Snord116,0.35644782,-1.201
Snord116,0.36457395,-0.966
Snord116,0.35644782,-1.201
Snord116,0.44631272,-0.715
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.32592166,-1.102
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.34926972,-1.185
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Affy_10564203,0.82224362,0.154
Snord116,0.35644782,-1.201
Snord116,0.35644782,-1.201
Snrpn,0.70513332,-0.149
Snrpn,0.35248229,-0.812
Gkap1,0.96729207,-0.009
A230006K03Rik,0.78184128,0.051
Ube2nl,0.16305577,0.248
mir-344-1,0.72818666,0.098
Mir344,0.92853898,0.024
Gm9801,0.34554162,-0.157
Affy_10564260,0.54966562,-0.126
Mkrn3,0.91727986,0.022
Peg12,0.20150247,-0.225
Affy_10564270,0.64851715,-0.152
Chrna7,0.60830657,-0.069
Gm7482,0.40247692,-0.152
Klf13,0.8565777,-0.046
Fan1,0.83107769,0.072
Mphosph10,0.28823941,-0.347
Fam189a1,0.26585473,-0.162
Ndnl2,0.18585194,-0.363
Tjp1,0.58326523,0.105
Gm10624,0.52938589,-0.119
Affy_10564375,0.88466436,0.029
Lrrk1,0.27131197,0.301
Aldh1a3,0.51626487,-0.143
Affy_10564434,0.38460003,-0.182
Asb7,0.070376764,0.4
Asb7,0.36352814,0.329
Mef2a,0.88762369,-0.027
Lrrc28,0.63841548,0.15
Affy_10564480,0.81423756,-0.05
Synm,0.99504153,0.001
Affy_10564500,0.26358635,-0.29
Pgpep1l,0.44146562,-0.182
Arrdc4,0.76975597,0.084
Snora21,0.57799369,0.152
Affy_10564522,0.24893698,-0.293
Affy_10564525,0.72173216,-0.066
Nr2f2,0.4285456,-0.176
Affy_10564535,0.26757843,-0.188
Gm10295,0.76269303,0.067
Mctp2,0.066690308,0.394
Rpl17,0.9521595,-0.006
Gm7693,0.36516116,0.284
Affy_10564567,0.92284105,-0.025
Affy_10564570,0.47044181,-0.148
Chd2,0.4699832,0.135
Affy_10564614,0.52569298,0.086
Gm4971,0.15457734,-0.23
Fam174b,0.35279756,-0.219
Affy_10564622,0.46387895,-0.152
St8sia2,0.95581906,-0.014
Slco3a1,0.31886683,0.235
Sv2b,0.36574781,-0.201
Tdg,0.57704481,-0.116
Affy_10564665,0.86528524,-0.029
Ntrk3,0.949465,-0.009
Mrpl46,0.51820576,0.155
Det1,0.9703947,0.008
Hapln3,0.38635906,-0.233
Mfge8,0.62287352,0.221
Rlbp1,0.32272233,-0.184
Polg,0.84373876,-0.021
Rhcg,0.86106275,0.034
Kif7,0.26362245,-0.263
Kif7,0.56481985,-0.128
Plin1,0.27604016,-0.273
Pex11a,0.29437005,0.553
Eif1,0.70832503,-0.08
Mesp1,0.51675505,-0.149
Anpep,0.72454781,-0.059
Ap3s2,0.095684449,0.301
2610034B18Rik,0.82024328,0.051
Idh2,0.19861719,0.408
Cib1,0.18829064,0.529
Rccd1,0.31021253,-0.256
Unc45a,0.12894589,0.282
Man2a2,0.75841187,0.113
Fes,0.7143806,0.067
Furin,0.81261846,-0.036
Blm,0.45132568,0.122
Crtc3,0.1974,0.242
Iqgap1,0.50162639,0.273
Wdr73,0.88311141,0.046
Nmb,0.24405701,0.302
Sec11a,0.35799791,-0.172
Timm17a,0.20262869,0.282
Rps17,0.86365327,0.022
Cpeb1,0.51560011,-0.146
Ap3b2,0.59743136,-0.106
BC048679,0.69719783,-0.113
Fsd2,0.94132293,0.012
9330120H11Rik,0.21080206,-0.442
Homer2,0.37928566,-0.187
3110040N11Rik,0.85460053,-0.035
Btbd1,0.56421921,-0.079
Affy_10565190,0.51733664,-0.132
Hdgfrp3,0.051948075,-0.335
Bnc1,0.31997125,-0.201
Fam154b,0.1335921,0.247
Gm10610,0.35975723,-0.146
Il16,0.61542857,0.095
1700026D08Rik,0.74292155,-0.069
Mesdc1,0.46270986,-0.127
9930013L23Rik,0.54407948,-0.139
Abhd17,0.28102643,-0.225
Arnt2,0.67096464,-0.097
Fah,0.2582678,-0.132
Zfand6,0.72164473,0.069
Gm6155,0.97409954,0.011
Vmn2r65,0.97879709,0.005
Vmn2r65,0.49784364,-0.1
Vmn2r66,0.89345347,-0.019
Vmn2r68-ps,0.41497371,-0.142
Vmn2r70,0.94152116,-0.021
LTR_Affy_10565360,0.07528489,-0.414
Vmn2r74,0.95943169,-0.014
Vmn2r75,0.83183251,0.033
Vmn2r76,0.48446563,0.096
Olfr310,0.54158842,0.114
Affy_10565381,0.95757131,-0.014
Olfr309,0.89914148,-0.021
Olfr308,0.44187009,0.11
Olfr307,0.10864291,-0.234
Olfr305,0.3262549,0.182
Olfr304,0.53937085,0.104
Olfr303,0.17066449,-0.334
Olfr298,0.94420255,-0.015
Olfr294,0.4913773,-0.143
Folh1,0.10832121,-0.746
Tyr,0.58986629,-0.098
Affy_10565432,0.14523423,-0.386
Rps13,0.83611285,0.03
Tmem135,0.015037605,0.656
Prss23,0.39176573,0.214
Me3,0.10463245,-0.271
Ccdc81,0.030696428,-0.379
C11orf73,0.66034552,-0.119
Eed,0.54710055,0.151
Gm5341,0.6667804,0.089
Ccdc83,0.62612568,-0.062
Tmem126a,0.07148254,0.349
Tmem126b,0.27399899,0.216
Affy_10565525,0.76489649,-0.065
Gm2509,0.79932235,0.065
Affy_10565530,0.61198176,0.168
Ankrd42,0.29779129,-0.169
Pcf11,0.54797223,-0.106
Affy_10565565,0.57522953,-0.097
4632427E13Rik,0.27073012,0.181
4632434I11Rik,0.32346526,0.434
Fam181b,0.56677803,-0.128
Rps8,0.62453186,-0.075
Affy_10565585,0.65217915,-0.064
Gm5037,0.71378766,0.079
Hmgb1,0.64624807,0.069
Gm15413,0.053572095,-0.422
Affy_10565596,0.69328359,-0.081
LOC280487,0.17746195,2.12
Usp35,0.27414018,0.252
Affy_10565607,0.93896393,0.02
Thrsp,0.36987041,0.987
1810020D17Rik,0.36860759,0.55
Rsf1,0.11858043,-0.288
Aqp11,0.58715242,0.29
Myo7a,0.1311652,0.785
Capn5,0.34165917,-0.236
Omp,0.33607831,-0.181
B3gnt6,0.34114187,0.161
Acer3,0.65178495,-0.31
Tsku,0.29753283,1
A630091E08Rik,0.56919093,0.098
C11orf30,0.7500422,0.055
Uvrag,0.29970631,0.215
Dgat2,0.42299475,-0.167
Mogat2,0.54289406,-0.174
Serpinh1,0.77851697,0.064
Rps3,0.53936188,-0.097
Snord15b,0.95036176,0.018
Snord15a,0.16921882,0.557
Gm4980,0.46764666,0.177
Affy_10565817,0.8292626,-0.034
Slco2b1,0.3801213,0.414
F730035P03Rik,0.37441578,-0.194
Neu3,0.26226259,0.332
Spcs2,0.80720962,0.068
Rnf169,0.74013795,0.067
Gm5115,0.38461064,0.307
Pold3,0.53139281,-0.356
Ppme1,0.39751719,0.211
Gm10603,0.94037716,-0.018
Dnajb13,0.83611578,-0.033
D630004N19Rik,0.84568372,-0.045
Mrpl48,0.35881973,0.22
Plekhb1,0.21832697,0.816
Gapdh,0.70179918,-0.056
Relt,0.63499818,-0.113
Arhgef17,0.54114983,-0.087
P2ry6,0.98019629,0.011
P2ry2,0.93105729,0.025
Atg16l2,0.1592331,0.285
Art2a-ps,0.71577249,0.096
Art2b,0.022406899,0.985
Inppl1,0.72820209,-0.064
Folr2,0.079154423,2.125
Folr1,0.60952863,-0.085
Lrrc51,0.21616876,-0.386
Il18bp,0.15669709,0.511
Rnf121,0.92265689,0.021
Art5,0.32759051,-0.178
Chrna10,0.63141759,-0.11
Nup98,0.32950097,-0.146
Rhog,0.34385551,0.268
Olfr543,0.98619537,0.004
Olfr544,0.28412183,-0.28
Olfr544,0.17160515,-0.279
Hmgb1,0.53404458,0.108
Trim21,0.81170919,-0.046
Affy_10566155,0.30849148,0.224
Olfr551,0.84998489,-0.041
Olfr553,0.86836403,0.036
Trim68,0.40734901,-0.245
Olfr33,0.13847207,-0.345
Olfr559,0.75781858,0.095
Olfr78,0.15125976,-0.187
Olfr566,0.96245796,0.014
Olfr569,0.56806428,-0.092
Olfr571,0.27102284,-0.261
Affy_10566188,0.32823196,-0.299
Olfr575,0.26328085,-0.265
Olfr577,0.49160729,-0.169
Olfr578,0.13330348,-0.286
Affy_10566196,0.22482145,-0.243
Olfr586,0.98907581,-0.003
Olfr589,0.17159397,-0.382
Olfr591,0.2256025,-0.504
Dub2a,0.28718953,-0.389
Olfr600,0.19640786,-0.25
Olfr601,0.94985907,-0.014
Olfr603,0.74066246,-0.131
Olfr605,0.30586979,-0.353
Olfr607,0.44551607,-0.166
Olfr609,0.52007441,-0.13
Olfr610,0.17409008,-0.305
Olfr611,0.098265765,-0.419
Olfr611,0.88955738,0.034
Olfr616,0.50411925,-0.124
Olfr620,0.73191706,0.07
Olfr624,0.47733713,0.125
Olfr622,0.22122613,-0.242
Olfr623,0.81079656,-0.036
Olfr624,0.42146694,0.22
Olfr629,0.30455402,-0.195
Olfr630,0.53544584,0.095
Olfr69,0.61111548,0.067
Olfr68,0.75325782,-0.066
Olfr67,0.15836585,0.217
Hbb-b1,0.20230418,0.775
Hbb-b1,0.21671155,0.733
Gm5736,0.82008862,0.052
Hbb-bh1,0.80303192,0.047
Hbb-y,0.75838164,0.083
Olfr66,0.71589222,-0.078
Dnajc19,0.29641586,-0.236
Olfr64,0.12885166,-0.279
Affy_10566286,0.84963873,-0.031
Affy_10566290,0.329297,-0.269
Olfr639,0.65399713,-0.094
Olfr640,0.35339521,-0.207
Olfr642,0.65732515,-0.109
Olfr643,0.5476317,-0.144
Olfr644,0.30962022,-0.235
Olfr645,0.34799428,-0.207
4931431F19Rik,0.50637378,-0.195
Ubqln3,0.20001583,-0.272
Ubqlnl,0.59655373,-0.092
E030002O03Rik,0.17511024,-0.256
Olfr648,0.44250849,-0.176
Olfr649,0.50583817,-0.134
Trim12a,0.12237508,2.678
9230105E10Rik,0.25902642,0.531
9230105E10Rik,0.61043699,-0.374
A530023O14Rik,0.31290996,0.26
Trim30a,0.53496943,0.413
Trim30d,0.19557053,1.95
Trim30e-ps1,0.28120262,0.338
Olfr655,0.37582302,-0.187
Olfr658,0.50211551,0.102
Olfr664,0.0515348,-0.378
Dub1,0.22116479,-0.296
Dub1a,0.044378724,-0.426
Olfr666,0.37735893,0.211
Olfr667,0.76654208,-0.051
Olfr668,0.27321228,-0.204
Mapksp1,0.38892983,-0.118
Olfr670,0.28985101,-0.262
Olfr671,0.89213705,0.034
Olfr672,0.15147366,0.276
Affy_10566415,0.61802876,0.111
Olfr675,0.63288021,-0.088
Affy_10566419,0.61352075,-0.114
Affy_10566422,0.5151519,-0.135
Olfr683,0.83332016,0.045
Olfr684,0.96844133,-0.009
Olfr685,0.086655781,-0.404
Olfr686,0.024450605,-0.334
Olfr690,0.44262061,-0.199
Olfr691,0.98626053,0.003
Fam160a2,0.099561558,0.188
Gm4972,0.98720398,0.003
Prkcdbp,0.59429391,-0.119
Apbb1,0.69195435,-0.08
Hpx,0.67388685,-0.055
Trim3,0.39715096,0.134
Arfip2,0.9167337,0.016
Affy_10566512,0.65239031,-0.072
Mrps36,0.10137626,0.412
Rrp8,0.845601,-0.038
Taf10,0.85658721,-0.051
Tpp1,0.5699077,-0.09
Dchs1,0.92885203,0.014
Mrpl17,0.72951261,-0.07
Gvin1,0.2573935,0.765
Gvin1,0.34559235,0.811
Gvin1,0.19998806,0.955
Gm4759,0.70377268,-0.118
Gm8995,0.81678201,0.129
Gm1966,0.13848729,0.985
Olfr693,0.70442076,-0.088
Olfr704,0.61292154,-0.098
Olfr695,0.44370487,-0.14
Affy_10566593,0.74668207,0.077
Olfr697,0.21269974,-0.31
Olfr698,0.63404125,-0.117
Olfr699,0.2861422,-0.193
Olfr700,0.84633165,0.042
Olfr702,0.23385654,-0.183
Olfr705,0.26203048,-0.279
Olfr706,0.49503501,-0.172
Olfr707,0.67209939,0.106
Affy_10566613,0.99121048,0.003
Olfr710,0.31501695,-0.221
Olfr6,0.94998907,-0.012
Olfr711,0.66738439,0.099
Olfr2,0.96680882,-0.008
Gm10081,0.61424316,0.164
Olfr715,0.46663156,0.109
Affy_10566628,0.1342884,-0.252
5330417H12Rik,0.22421468,-0.284
Cyb5r2,0.87942692,0.026
Ovch2,0.68945118,0.048
Olfr469,0.049558481,0.382
Olfr470,0.30448311,-0.19
Affy_10566666,0.74530364,0.103
Socs6,0.85882492,-0.033
Olfr478,0.51661217,0.105
Olfr480,0.85173258,-0.035
Olfr482,0.49744309,0.146
Olfr484,0.97775715,0.004
Olfr485,0.21767955,0.365
Olfr486,0.68665537,0.054
Olfr487,0.81353816,0.037
Olfr488,0.59069945,0.092
Olfr490,0.12895257,0.278
Olfr492,0.9825148,-0.004
Olfr493,0.9192111,-0.022
Olfr502,0.26144995,-0.241
Olfr504,0.54900954,-0.122
Olfr509,0.088013501,-0.354
Olfr514,0.48068895,-0.12
Olfr516,0.61846849,0.09
Olfr517,0.69375462,-0.128
Olfr518,0.99322104,-0.002
Olfr519,0.38697972,-0.147
Nlrp10,0.90114337,0.029
Ric3,0.85409508,0.03
Lmo1,0.5879304,-0.088
Stk33,0.38860616,-0.098
Trim66,0.51618584,-0.121
St5,0.027034491,0.636
BC051019,0.81506175,-0.04
Ascl3,0.65580346,-0.093
Tmem9b,0.7399235,0.036
Nrip3,0.11807382,-0.304
Scube2,0.45424636,-0.148
Dennd5a,0.67533751,0.072
Tmem41b,0.5432525,-0.174
AA474408,0.54488792,-0.113
Sbf2,0.92160132,-0.013
B430319F04Rik,0.2634007,-0.202
Rnf141,0.43640243,0.126
Lyve1,0.22445347,0.83
Mrvi1,0.42775085,-0.131
Eif4g2,0.78271358,-0.028
Galntl4,0.74578589,-0.056
Affy_10567008,0.14957011,-0.204
Dkk3,0.66719848,-0.087
Rpl7a,0.72636957,-0.041
Btbd10,0.093745639,0.482
Pth,0.75133512,0.057
Affy_10567038,0.86455344,-0.034
Gm5600,0.84870294,0.048
Rras2,0.82312089,-0.041
Copb1,0.32480441,-0.295
Psma1,0.20047497,0.224
Affy_10567084,0.83018107,-0.06
Cyp2r1,0.14814238,1.066
Calca,0.8340335,0.04
Rpl5,0.56431312,-0.098
Rps4y2,0.18485676,0.405
Sox6,0.13686256,-0.235
Nup35,0.93347601,0.028
Plekha7,0.16818539,-0.229
Rps13,0.50257174,-0.099
Rps13,0.97760183,0.008
Pik3c2a,0.16578882,0.794
Gm9197,0.068473929,0.787
LOC100047986,0.70480945,0.126
Rps15a,0.5663309,0.141
Arl6ip1,0.15670945,-0.236
Smg1,0.52112726,0.085
Syt17,0.99287824,-0.002
Itpripl2,0.71769051,0.151
Itpripl2,0.53154728,-0.138
Coq7,0.88160767,0.034
Tmc7,0.24044094,0.59
Gde1,0.76012656,0.087
2310008H09Rik,0.68467705,0.052
Gprc5b,0.96645166,0.026
Gpr139,0.87765414,-0.031
Gp2,0.066753434,-0.49
Umod,0.91093264,-0.026
Pdilt,0.2808284,-0.785
Thumpd1,0.3764191,0.219
Eri2,0.76692078,0.078
Dcun1d3,0.87635525,0.03
Dnahc3,0.2882244,-0.21
Dnahc3,0.6646489,0.074
Dnahc3,0.13453341,-0.381
Dnahc3,0.67258886,-0.096
Dnahc3,0.29366299,-0.238
Dnahc3,0.3746622,0.209
Dnahc3,0.28823231,-0.207
Dnahc3,0.79013347,-0.058
Dnahc3,0.8196302,0.038
Dnahc3,0.61364147,-0.11
Dnahc3,0.17800599,0.2
Dnahc3,0.35783259,-0.19
Dnahc3,0.95603585,0.01
Dnahc3,0.90402548,-0.018
Dnahc3,0.38233613,-0.238
Dnahc3,0.025667308,-0.46
Dnahc3,0.20725966,-0.161
Dnahc3,0.6149621,0.074
Dnahc3,0.82677098,0.049
Dnahc3,0.81452183,-0.05
Dnahc3,0.41060321,-0.176
Dnahc3,0.86265837,0.041
Dnahc3,0.10390607,0.199
Dnahc3,0.040619688,0.272
Dnahc3,0.5014232,-0.129
Dnahc3,0.67653048,-0.074
Dnahc3,0.85759306,0.036
Dnahc3,0.31875528,-0.181
Dnahc3,0.75010823,-0.081
Dnahc3,0.54916967,0.115
Dnahc3,0.40704758,-0.204
Dnahc3,0.62203507,-0.115
Dnahc3,0.86920216,0.032
Dnahc3,0.1867981,-0.295
4930560O18Rik,0.10323137,-0.459
Zp2,0.73690138,0.061
Crym,0.11205609,-1.281
Uqcrc2,0.90192268,-0.019
Cdr2,0.71281846,0.074
Ppia,0.95273458,-0.008
Mettl9,0.09825438,-0.351
Affy_10567578,0.18773756,-0.307
Igsf6,0.82817382,0.143
Affy_10567587,0.1860802,0.264
Usp31,0.25107271,0.289
Usp31,0.50274286,0.136
Cog7,0.19620466,0.201
Gga2,0.8490068,0.033
Ears2,0.88521547,-0.028
Ndufab1,0.94709087,0.011
Palb2,0.84714492,0.027
Ern2,0.87294152,-0.031
Arhgap17,0.15585604,0.302
Zkscan2,0.22378915,0.285
3110040M04Rik,0.57983732,-0.114
Affy_10567737,0.35995286,0.198
4933440M02Rik,0.50083277,-0.113
Nsmce1,0.26999901,-0.201
Gtf3c1,0.41344771,-0.116
Gsg1l,0.40706763,-0.204
Xpo6,0.73286286,-0.044
Gm9104,0.75607819,-0.034
Lat,0.2785758,-0.245
Spns1,0.29636625,-0.164
Nfatc2ip,0.082925188,0.31
Cd19,0.57701399,-0.099
Atp2a1,0.6278687,-0.098
Sh2b1,0.81895176,0.037
Atxn2l,0.89654663,0.021
Eif3c,0.90604876,0.013
Affy_10567962,0.63208667,0.059
Cln3,0.81083572,0.037
Il27,0.61106879,-0.107
Nupr1,0.82258417,-0.053
Ccdc101,0.015231026,0.456
Sult1a1,0.24926454,-0.382
1110030E23Rik,0.20078639,-0.321
Giyd2,0.18645396,-0.235
Coro1a,0.42202041,0.323
Affy_10568038,0.12656582,0.278
Ppp4c,0.27936694,-0.142
Aldoa,0.77542793,0.061
4930451I11Rik,0.069344293,-0.505
Ino80e,0.77259688,-0.047
Taok2,0.2998206,0.157
Tmem219,0.16008962,0.233
Affy_10568107,0.1123413,0.606
Asphd1,0.64478023,0.11
Mvp,0.23533117,0.341
2900092E17Rik,0.25014138,0.4
Prrt2,0.62305201,-0.091
Maz,0.77152036,-0.05
Kif22,0.74514355,-0.077
Zg16,0.063221138,-0.864
Qprt,0.43105692,-0.146
Spn,0.82054422,0.06
Cd2bp2,0.27512873,0.251
Tbc1d10b,0.78450045,-0.06
01-Sep,0.95503744,-0.011
Affy_10568215,0.96319378,-0.01
Dctpp1,0.7818841,-0.043
Sephs2,0.26573017,-0.194
Zfp768,0.85233291,-0.03
Zfp747,0.39702996,-0.14
9130019O22Rik,0.27490012,-0.222
E430018J23Rik,0.88464304,-0.025
Zfp764,0.11812315,-0.331
Zfp688,0.95003756,0.011
Zfp689,0.80802597,0.046
1700008J07Rik,0.13730786,-0.252
Zfp629,0.26272083,-0.194
Gm166,0.64371254,-0.079
1700120K04Rik,0.58073332,-0.158
Bcl7c,0.69387652,-0.067
Ctf2,0.53978066,-0.143
Affy_10568294,0.86372749,0.032
Hsd3b7,0.040104587,0.395
Stx1b,0.95341847,0.01
Zfp668,0.65153464,0.088
Prss53,0.87726874,0.029
Vkorc1,0.38426247,-0.158
Prss8,0.99429532,-0.004
Prss36,0.76086784,-0.068
Pycard,0.93867739,-0.021
Yipf5,0.41615836,-0.18
Armcx3,0.028795968,0.92
Affy_10568367,0.1373091,-0.225
Cox6a2,0.31257774,-0.254
9130023H24Rik,0.50705106,-0.112
BC017158,0.40218296,0.125
Affy_10568390,0.92986038,-0.015
Rgs10,0.87574914,-0.06
Tial1,0.82658447,0.032
1110007A13Rik,0.68796601,0.058
1110007A13Rik,0.20781215,-0.356
Affy_10568434,0.080297005,-0.432
Fgfr2,0.46880834,-0.182
Rfwd3,0.78209985,0.059
Ate1,0.68913928,0.071
Nsmce4a,0.075835104,0.332
Etos1,0.70281897,-0.076
4933402N03Rik,0.29603932,-0.209
Cuzd1,0.19117093,-0.267
1700007K09Rik,0.59849549,-0.104
2310057M21Rik,0.87577432,-0.026
Ikzf5,0.1311616,0.432
Rpl7a,0.99321281,-0.001
Gm4638,0.17746195,2.12
Cpxm2,0.72354102,0.082
Chst15,0.65505752,0.084
Oat,0.21204313,0.554
Nkx1-2,0.55102657,-0.135
Fam53b,0.58885426,0.103
Mettl10,0.86854165,-0.029
BC002195,0.56020884,0.109
Ctbp2,0.9014308,-0.023
Affy_10568622,0.18601434,-0.199
Tex36,0.73565837,-0.051
Mmp21,0.8351693,-0.049
Uros,0.4772969,0.138
Dhx32,0.56303053,-0.076
Adam12,0.94682014,0.012
A130023I24Rik,0.75864349,-0.081
D7Ertd443e,0.26173942,-0.182
Fam196a,0.025065339,-0.444
Clrn3,0.95605409,-0.014
Mki67,0.11703171,0.61
LTR_Affy_10568731,0.39187144,0.79
Gm10579,0.86185155,-0.024
Ebf3,0.30114374,-0.194
9430038I01Rik,0.29680903,-0.194
Affy_10568763,0.16187941,0.346
Tcerg1l,0.86542345,-0.033
Mapk1ip1,0.74135214,0.056
Bnip3,0.5605616,-0.188
Stk32c,0.68344909,-0.059
Nkx6-2,0.88707559,-0.038
E030019B06Rik,0.50225427,-0.183
9330101J02Rik,0.33290333,-0.208
Ndufab1,0.83142816,-0.036
Gm4974,0.66108559,-0.097
Mir202,0.65154197,0.06
6430531B16Rik,0.22915,-0.204
Adam8,0.95117666,0.013
Tubgcp2,0.81953962,-0.037
Msx3,0.97493882,0.007
Caly,0.65929063,-0.084
1810014F10Rik,0.88612187,-0.018
Echs1,0.67799227,0.082
Sprn,0.25456964,-0.213
Olfr522,0.85087967,-0.047
Olfr524,0.94458561,-0.019
Olfr60,0.18901435,-0.334
Olfr530,0.1757553,-0.259
Olfr531,0.061441833,-0.371
Olfr532,0.22477706,-0.178
Olfr536,0.78593779,0.058
Syce1,0.01456539,-0.42
